Unnamed: 0,rank_date,title,rank,author,full_price,selling_price,category,publisher,available?
0,2021-09-25,ฝ่ากฎรักต่างโลก เล่ม 3 (เล่มจบ) + Vbox,1.0,เจียวถังตงกวา,730.0,584.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Coming Soon
1,2021-09-25,ฝ่ากฎรักต่างโลก เล่ม 3 (เล่มจบ),2.0,เจียวถังตงกวา,405.0,344.25,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Coming Soon
2,2021-09-25,ฝ่ากฎรักต่างโลก เล่ม 2,3.0,เจียวถังตงกวา,425.0,361.25,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
3,2021-09-25,มหาวิทยาลัยซอมบี้ ZOMBIES IN COLLEGE เล่ม 3,5.0,เหยียนเหลียงอวี่,365.0,310.25,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
4,2021-09-25,ฮัสกี้หน้าโง่กับอาจารย์เหมียวขาวของเขา เล่ม 5,6.0,โร่วเปาปู้ชือโร่ว (rou bao bu chi rou),375.0,318.75,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
5,2021-09-25,สวรรค์ประทานพร เล่ม 1,7.0,โม่เซียงถงซีว,360.0,306.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,SENSE BOOK (เซ้นส์),Add to Cart
6,2021-09-25,งานเลี้ยงแห่งวสันตกาล เล่ม 1-2 (SET 2 เล่ม - 4 เล่มจบ),9.0,ไป๋ลู่เฉิงซวง,780.0,624.0,Books/นิยายแปล/นิยายจีนแปล,อรุณ,Add to Cart
7,2021-09-25,ไม้ใบ Foliage Plants,10.0,ภวพล ศุภนันทนานนท์,695.0,625.5,Books/บ้านและสวน/บ้านและสวน,บ้านและสวน,Add to Cart
8,2021-09-25,ภาวะผู้นำ 5 ระดับ THE 5 LEVELS OF LEADERSHIP,11.0,John C.Maxwell (จอห์น ซี. แม็กซ์เวลล),325.0,276.25,Books/บริหาร ธุรกิจ/การบริหารธุรกิจ,เนชั่นบุ๊คส์,Add to Cart
9,2021-09-25,ฮัสกี้หน้าโง่กับอาจารย์เหมียวขาวของเขา เล่ม 4,13.0,โร่วเปาปู้ชือโร่ว (rou bao bu chi rou),360.0,306.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
10,2021-09-25,ถ้าเป็นเธอจะต้องผ่านมันไปได้แน่นอน,14.0,คิมจีฮุน (Ji Hun Kim),395.0,335.75,Books/วรรณกรรม/เรื่องสั้น,Springbooks,Add to Cart
11,2021-09-25,อิท (IT) เล่ม 1-2 โดย สตีเฟน คิง (Stephen King),15.0,สตีเวน คิง (Stephen King),990.0,792.0,Books/นิยายแปล/นิยายแปล,แพรวสำนักพิมพ์,Add to Cart
12,2021-09-25,ปักรักลายบุปผา เล่ม 1-2 (ชุด 2 เล่มจบ),17.0,เย่ว์เซี่ยเตี๋ยอิ่ง (Yue Xia Die Ying),670.0,536.0,Books/นิยายแปล/นิยายจีนแปล,อรุณ,Add to Cart
13,2021-09-25,ตัวร้ายอย่างข้า...จะหนีเอาตัวรอดยังไงดี เล่ม 1,18.0,โม่เซียงถงซีว,399.0,319.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,SENSE BOOK (เซ้นส์),Add to Cart
14,2021-09-25,ตัวร้ายอย่างข้า...จะหนีเอาตัวรอดยังไงดี เล่ม 2,19.0,โม่เซียงถงซีว,419.0,335.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,SENSE BOOK (เซ้นส์),Add to Cart
15,2021-09-25,ฮัสกี้หน้าโง่กับอาจารย์เหมียวขาวของเขา เล่ม 1 (พิมพ์ครั้ง 2),21.0,โร่วเปาปู้ชือโร่ว (rou bao bu chi rou),425.0,361.25,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
16,2021-09-25,ฮัสกี้หน้าโง่กับอาจารย์เหมียวขาวของเขา เล่ม 2,22.0,โร่วเปาปู้ชือโร่ว (rou bao bu chi rou),385.0,327.25,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
17,2021-09-25,STRENGTHSFINDER เจาะจุดแข็ง 2.0,23.0,Tom Rath,450.0,382.5,Books/บริหาร ธุรกิจ/การบริหารธุรกิจ,เนชั่นบุ๊คส์,Add to Cart
18,2021-09-25,TINY HABITS เปลี่ยนน้อยนิดเพื่อพิชิตทุกเป้าหมาย,25.0,ดร.บีเจ ฟ็อกก์,395.0,335.75,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
19,2021-09-25,ปราชญ์แห่งธนู THE ARCHER,26.0,Paulo Coelho,225.0,191.25,Books/นิยาย/นิยายแฟนตาซี,นานมีบุ๊คส์,Add to Cart
20,2021-09-25,ศิลปะการพูดให้เหมือนนั่งในใจคน,27.0,คิมยุนนา (Yun-na-Kim),245.0,208.25,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
21,2021-09-25,EGO IS THE ENEMY ตัวคุณคือศัตรู,29.0,Ryan Holiday,285.0,242.25,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,วีเลิร์น (WeLearn),Add to Cart
22,2021-09-25,Oxford Basic English Dict,30.0,กองบรรณาธิการ,99.0,84.15,Books/หนังสือเตรียมสอบ แนวข้อสอบ/พจนานุกรม,หน้าต่างสู่โลกกว้าง,Add to Cart
23,2021-09-25,ฆ่าหมาป่า เล่ม 2,31.0,Priest (พีต้า),380.0,323.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,SENSE BOOK (เซ้นส์),Add to Cart
24,2021-09-25,ยอดพธูโจรสลัด (มี 2 เล่ม),33.0,เยวี่ยชูอวิ้น (Yue Chu Yun),840.0,672.0,Books/นิยายแปล/นิยายจีนแปล,อรุณ,Add to Cart
25,2021-09-25,อาชญากรรม (รัก) ในม่านเมฆ เล่ม 1 (พิมพ์ครั้งที่ 2),34.0,Huai Shang,360.0,288.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,SENSE BOOK (เซ้นส์),Add to Cart
26,2021-09-25,ปาฏิหาริย์ร้านชำของคุณนามิยะ โดย ฮิงาชิโนะ เคโงะ,35.0,ฮิงาชิโนะ เคโงะ (Keigo Higashino),295.0,250.75,Books/นิยายแปล/นิยายแปล,น้ำพุ,Add to Cart
27,2021-09-25,โกโก้อุ่นๆ กับคุณในวันพฤหัสฯ,37.0,มิจิโกะ อาโอยามะ (Michiko Aoyama),225.0,191.25,Books/วรรณกรรม/เรื่องสั้น,Piccolo,Add to Cart
28,2021-09-25,อาชญากรรม (รัก) ในม่านเมฆ เล่ม 4 (พิมพ์ครั้งที่ 2),38.0,Huai Shang,360.0,288.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,SENSE BOOK (เซ้นส์),Add to Cart
29,2021-09-25,ผมไม่ได้ตั้งใจตายในหมู่บ้านไร้อาชญากรรม,39.0,ฮวังเซยอน,315.0,267.75,Books/นิยายแปล/นิยายแปล,แพรวสำนักพิมพ์,Add to Cart
30,2021-09-25,ปรมาจารย์ลัทธิมาร เล่ม 3,41.0,โม่เซียงถงซีว,360.0,288.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,เบเกอรี่บุ๊ค (Bakery,Add to Cart
31,2021-09-25,สมองคิดบวก ชีวิตก็พร้อมบวก THE HAPPINESS HACK,42.0,เอเลน พีทรี ลีแอนซ์ (Ellen Petry Leanse),195.0,165.75,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,Shortcut,Add to Cart
32,2021-09-25,รักของนางร้าย,43.0,ปัณณ์พิมพ์,315.0,158.0,Books/นิยาย/นิยายโรแมนติก,อรุณ,Add to Cart
33,2021-09-25,สำเร็จทางโลกเพราะสุขทางธรรม,45.0,ณัชร สยามวาลา,159.0,80.0,Books/ธรรมะ ศาสนา และปรัชญา/ธรรมะ ศาสนา และปรัชญา,อมรินทร์ธรรมะ,Add to Cart
34,2021-09-25,ขอโทษทีไม่ได้คบใครที่หน้าตา ชุดเล่ม 1-2 (2 เล่มจบ),46.0,เย่ว์เซี่ยเตี๋ยอิ่ง (Yue Xia Die Ying),800.0,640.0,Books/นิยายแปล/นิยายจีนแปล,อรุณ,Add to Cart
35,2021-09-25,นักรบพเนจรสุดขอบฟ้า เล่ม 2 (เล่มจบ),47.0,Priest (พีต้า),360.0,288.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,SENSE BOOK (เซ้นส์),Add to Cart
36,2021-09-25,นักรบพเนจรสุดขอบฟ้า เล่ม 1,49.0,Priest (พีต้า),360.0,288.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,SENSE BOOK (เซ้นส์),Add to Cart
37,2021-09-25,SHOE DOG ฟิล ไนต์,50.0,Phil Knight,395.0,335.75,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
38,2021-09-25,อาชญากรรม (รัก) ในม่านเมฆ เล่ม 5 (พิมพ์ครั้งที่ 2),51.0,Huai Shang,340.0,272.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,SENSE BOOK (เซ้นส์),Add to Cart
39,2021-09-25,"โกหก ""น่า"" ตาย (ซีรีส์นักสืบคางะ เคียวอิจิโร่ ลำดับที่ 6)",53.0,ฮิงาชิโนะ เคโงะ (Keigo Higashino),239.0,203.15,Books/นิยายแปล/นิยายแปล,ไดฟุกุ,Add to Cart
40,2021-09-25,วิธีพูดให้คนชอบคุณใน 1 นาที HOW TO GET ANYONE TO LIKE YOU IN MINUTE,54.0,เกรซ เฌอมาณย์ รัตนพงศ์ตระกูล,225.0,191.25,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
41,2021-09-25,ทำทีละอย่าง (Just One Thing) (ปกใหม่),55.0,"ดร.ริค แฮนสัน,นพ. ริชาร์ด แมนดิอัส",195.0,165.75,Books/ธรรมะ ศาสนา และปรัชญา/ธรรมะ ศาสนา และปรัชญา,อมรินทร์ธรรมะ,Add to Cart
42,2021-09-25,ปรมาจารย์ลัทธิมาร เล่ม 2,57.0,โม่เซียงถงซีว,370.0,296.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,เบเกอรี่บุ๊ค (Bakery,Add to Cart
43,2021-09-25,ปรมาจารย์ลัทธิมาร เล่ม 1,58.0,โม่เซียงถงซีว,370.0,296.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,เบเกอรี่บุ๊ค (Bakery,Add to Cart
44,2021-09-25,(รัก) ยิ้มของเธอ เล่ม 5 (เล่มจบ),59.0,ชิงเหม่ย,355.0,284.0,Books/นิยายแปล/นิยายจีนแปล,อรุณ,Add to Cart
45,2021-09-25,MONEY SUMMARY สรุปเรื่องเงินให้เข้าใจง่ายใน 1 เล่ม,61.0,"จักรพงษ์ เมษพันธุ์, วิฑูรย์ สูงกิจบูลย์",259.0,220.15,Books/บริหาร ธุรกิจ/การเงิน การลงทุน,I AM THE BEST,Add to Cart
46,2021-09-25,บ้านต้นไม้ในวันฝนตก (ปกแข็ง),62.0,บุชิกะ เอ็ตสึโกะ (Etsuko Bushika),245.0,208.25,Books/หนังสือเด็ก/หนังสือภาพ นิทาน,Amarin Kids,Add to Cart
47,2021-09-25,แด่เธอผู้เปล่งประกายใต้แสงจันทร์,63.0,ซาโนะ เท็ตสึยะ,245.0,208.25,Books/นิยาย/นิยายแฟนตาซี,Piccolo,Add to Cart
48,2021-09-25,แผนที่ร่างกายมนุษย์ the human body atlas (ปกแข็ง),65.0,เคน แอชเวลล์,850.0,722.5,Books/สุขภาพ ความงาม/สุขภาพ ความงาม,แอร์โรว์ มัลติมีเดีย,Add to Cart
49,2021-09-25,เล่ห์รักประมุขพรรคมาร เล่ม 3 (เล่มจบ),66.0,หนานเฟิงเกอ,475.0,380.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Out of Stock
50,2021-09-25,Cooking Bible Bakery (ปกใหม่),67.0,"นภัสรพี เหลืองสกุล,สวามินี นวลแขกุล",450.0,382.5,Books/งานอดิเรก งานฝีมือ/อาหาร,อมรินทร์ Cuisine,Add to Cart
51,2021-09-25,สัญญาณเตือนตาย เล่ม 2,69.0,โจวเฮ่าฮุย,375.0,281.0,Books/นิยายแปล/นิยายแปล,แพรวสำนักพิมพ์,Add to Cart
52,2021-09-25,S.C.I. ทีมพิฆาตทรชน เล่ม 8,70.0,เอ๋อร์หย่า (ErYa),425.0,361.25,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
53,2021-09-25,The Art of Statistics : Learning from Data,71.0,David Spiegelhalter,395.0,335.75,Books/บริหาร ธุรกิจ/การเงิน การลงทุน,BOOKSCAPE (บุ๊คสเคป),Add to Cart
54,2021-09-25,อาชญากรรม (รัก) ในม่านเมฆ เล่ม 3 (พิมพ์ครั้งที่ 2),73.0,Huai Shang,360.0,288.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,SENSE BOOK (เซ้นส์),Add to Cart
55,2021-09-25,อาชญากรรม (รัก) ในม่านเมฆ เล่ม 2 (พิมพ์ครั้งที่ 2),74.0,Huai Shang,360.0,288.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,SENSE BOOK (เซ้นส์),Add to Cart
56,2021-09-25,(รัก) ยิ้มของเธอ เล่ม 4,75.0,ชิงเหม่ย,325.0,260.0,Books/นิยายแปล/นิยายจีนแปล,อรุณ,Add to Cart
57,2021-09-25,ทำงานกับคนต้องใช้อารมณ์ให้เป็น NO HARD FEELINGS,77.0,ลิซ ฟอสเลียน และมอลลี่ เวสต์ ดัฟฟี่,295.0,250.75,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
58,2021-09-25,ทุกเรื่องสำเร็จได้ถ้าตัดสินใจใน 5 วิ,78.0,ทาคาชิ โทริฮาระ (Takashi Torihara),215.0,182.75,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,Shortcut,Add to Cart
59,2021-09-25,สวดมนต์อย่างไร? ให้เจ้ากรรมนายเวรได้ยิน,79.0,นิติกฤตย์ กิตติศรีวรนันท์,195.0,165.75,Books/ธรรมะ ศาสนา และปรัชญา/ธรรมะ ศาสนา และปรัชญา,Decoder,Add to Cart
60,2021-09-25,ฝ่ากฎรักต่างโลก เล่ม 1,4.0,เจียวถังตงกวา,435.0,369.75,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
61,2021-09-25,คดีฆาตกรรมในบ้านสิบเหลี่ยม,8.0,อายาสึจิ ยูกิโตะ (Yukito Ayatsuji),295.0,250.75,Books/นิยายแปล/นิยายแปล,แพรวสำนักพิมพ์,Add to Cart
62,2021-09-25,ปรมาจารย์ลัทธิมาร ตอนพิเศษ,12.0,โม่เซียงถงซีว,220.0,187.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,เบเกอรี่บุ๊ค (Bakery,Add to Cart
63,2021-09-25,วิธีเอาตัวรอดในวงล้อมคนงี่เง่า SURROUNDED BY IDIOTS,16.0,โธมัส เอริคสัน (Thomas Erikson),335.0,284.75,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
64,2021-09-25,You Are My Glory ดุจดวงดาวเกียรติยศ (พิมพ์ครั้งที่ 2),20.0,กู้ม่าน,415.0,352.75,Books/นิยายแปล/นิยายจีนแปล,อรุณ,Add to Cart
65,2021-09-25,ฮัสกี้หน้าโง่กับอาจารย์เหมียวขาวของเขา เล่ม 3,24.0,โร่วเปาปู้ชือโร่ว (rou bao bu chi rou),395.0,335.75,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
66,2021-09-25,มิสเตอร์ดิออร์ เล่ม 1-2 (2 เล่มจบ),28.0,ลวี่เหยี่ยเชียนเฮ่อ,900.0,720.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,iris book,Add to Cart
67,2021-09-25,CRYPTO CURRENCY 101 PLUS ฉบับปรับปรุง,32.0,พรศักดิ์ อุรัจฉัทชัยรัตน์,245.0,208.25,Books/บริหาร ธุรกิจ/การเงิน การลงทุน,อมรินทร์ How to,Add to Cart
68,2021-09-25,เลิกเป็นคนดี แล้วจะมีความสุข,36.0,โกะโด โทคิโอะ (Tokio Godo),225.0,191.25,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
69,2021-09-25,พันธะรักวันสิ้นโลก UNDEAD เล่ม 1-2 (2 เล่มจบ),40.0,หวายซ่าง (Huai Shang),840.0,672.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
70,2021-09-25,รักที่สุด ณ จุดที่เป็น ,44.0,ดร.ณัชร สยามวาลา และเกตุวดี,139.0,118.15,Books/ธรรมะ ศาสนา และปรัชญา/ธรรมะ ศาสนา และปรัชญา,อมรินทร์ธรรมะ,Add to Cart
71,2021-09-25,Boxed Set เชอร์ล็อก โฮล์มส์ 1-13 (ใหม่),48.0,เซอร์ อาร์เธอร์ โคนัน ดอยส์,2085.0,1668.0,Books/นิยายแปล/นิยายแปล,แพรวสำนักพิมพ์,Out of Stock
72,2021-09-25,สมองแห่งพุทธะ,52.0,"ดร.ริค แฮนสัน,นพ. ริชาร์ด แมนดิอัส",265.0,225.25,Books/ธรรมะ ศาสนา และปรัชญา/ธรรมะ ศาสนา และปรัชญา,อมรินทร์ธรรมะ,Add to Cart
73,2021-09-25,ตกลงนายชอบฉันใช่มั้ย เล่ม 1-2 (2 เล่มจบ),56.0,หลี่ว์เทียนอี้,630.0,504.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
74,2021-09-25,มหาวิทยาลัยซอมบี้ ZOMBIES IN COLLEGE เล่ม 2 (พิมพ์ครั้งที่ 2),60.0,เหยียนเหลียงอวี่,335.0,284.75,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
75,2021-09-25,บ้านต้นไม้ในวันหิมะตก (ปกแข็ง),64.0,บุชิกะ เอ็ตสึโกะ (Etsuko Bushika),245.0,208.25,Books/หนังสือเด็ก/หนังสือภาพ นิทาน,Amarin Kids,Add to Cart
76,2021-09-25,น่าจะรู้อย่างนี้ ตั้งแต่ตอนอายุ 20 (ฉบับปรับปรุง),68.0,TINA SEELIG,185.0,157.25,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,วีเลิร์น (WeLearn),Add to Cart
77,2021-09-25,เล่ห์กลจักรพรรดิ เล่ม 2,72.0,อวี่เชี่ยวหลานชาน (Yu Xizo Lan Shan),395.0,316.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
78,2021-09-25,(รัก) ยิ้มของเธอ เล่ม 3,76.0,ชิงเหม่ย,325.0,260.0,Books/นิยายแปล/นิยายจีนแปล,อรุณ,Add to Cart
79,2021-09-25,ข้ามภพ ข้ามชาติ,80.0,ครู ข้างวังฯ,165.0,83.0,Books/วรรณกรรม/เรื่องสั้น,แพรวสำนักพิมพ์,Add to Cart
80,2021-09-25,ข้าเป็นสัตว์เลี้ยงของศาลต้าหลี่ เล่ม 4,81.0,โม่ซั่งเหรินหรูอวี้,519.0,441.15,Books/นิยายแปล/นิยายจีนแปล,แจ่มใส,Add to Cart
81,2021-09-25,ดาบแห่งโชคชะตา The Witcher Short Story Collection II,82.0,อันเดร ซาพคอฟสกี,435.0,369.75,Books/นิยาย/นิยายแฟนตาซี,แพรวสำนักพิมพ์,Add to Cart
82,2021-09-25,เล่ห์กลจักรพรรดิ เล่ม 3,83.0,อวี่เชี่ยวหลานชาน (Yu Xizo Lan Shan),355.0,284.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
83,2021-09-25,(รัก) ยิ้มของเธอ เล่ม 2,85.0,ชิงเหม่ย,335.0,268.0,Books/นิยายแปล/นิยายจีนแปล,อรุณ,Add to Cart
84,2021-09-25,(รัก) ยิ้มของเธอ เล่ม 1,86.0,ชิงเหม่ย,335.0,268.0,Books/นิยายแปล/นิยายจีนแปล,อรุณ,Add to Cart
85,2021-09-25,เล่ห์กลจักรพรรดิ เล่ม 4,87.0,อวี่เชี่ยวหลานชาน (Yu Xizo Lan Shan),335.0,268.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
86,2021-09-25,ทะมงกับเด็กชายและความหมายของชีวิต,89.0,ฮาเสะ เซชู (Seisyu Hase),295.0,250.75,Books/วรรณกรรม/เรื่องสั้น,Piccolo,Add to Cart
87,2021-09-25,นี่เราใช้ชีวิตยากเกินไปหรือเปล่านะ,90.0,ฮาวัน (Ha Wan),295.0,250.75,Books/วรรณกรรม/เรื่องสั้น,Springbooks,Add to Cart
88,2021-09-25,ภาวะสมองบอด (พร้อมวิธีรักษา) CREATIVE BLINDNESS,91.0,Dave Trott,280.0,238.0,Books/บริหาร ธุรกิจ/การบริหารธุรกิจ,วีเลิร์น (WeLearn),Add to Cart
89,2021-09-25,จะคอยคิดถึงเธออยู่ไกลๆ นะ,93.0,นายต้นไม้,225.0,191.25,Books/วรรณกรรม/เรื่องสั้น,Springbooks,Add to Cart
90,2021-09-25,เราจะเติบโตขึ้นทุกครั้งหลังฝนตก,94.0,คึลแบอู (Geulbaewoo),255.0,216.75,Books/วรรณกรรม/เรื่องสั้น,Springbooks,Add to Cart
91,2021-09-25,จงเป็นเราในแบบของเรา ไม่ใช่แบบที่เขาอยากให้เป็น,95.0,ชัยยะ,245.0,208.25,Books/วรรณกรรม/เรื่องสั้น,Springbooks,Add to Cart
92,2021-09-25,บ้านต้นไม้ในฤดูร้อน  (ปกแข็ง),97.0,บุชิกะ เอ็ตสึโกะ (Etsuko Bushika),245.0,208.25,Books/หนังสือเด็ก/หนังสือภาพ นิทาน,Amarin Kids,Add to Cart
93,2021-09-25,แล้วมันจะผ่านไปไม่ต่างอะไรกับฤดูกาล,98.0,ปาร์กจุน,225.0,191.25,Books/วรรณกรรม/เรื่องสั้น,Springbooks,Add to Cart
94,2021-09-25,พลังแห่งเหมียว แมวขององค์ทะไลลามะ,99.0,เดวิด มิชี่,220.0,187.0,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,มูลนิธิโกมลคีมทอง,Add to Cart
95,2021-09-25,UNTAMED อย่ายอม,84.0,เกลนน็อน ดอยล์ (Glennon Doyle),345.0,293.25,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
96,2021-09-25,เล่ห์กลจักรพรรดิ เล่ม 5 (เล่มจบ),88.0,อวี่เชี่ยวหลานชาน (Yu Xizo Lan Shan),335.0,268.0,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
97,2021-09-25,MAPPING เยียวยาซึมเศร้ากับเรื่องเล่าของมนุษย์เศร้าซึม,92.0,Hossy,265.0,225.25,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,นานมีบุ๊คส์,Add to Cart
98,2021-09-25,INVESTOR MINDSET รู้ทันอารมณ์สร้างกำไรด้วยเหตุผล ,96.0,ศรุติ โชติเสรีวิทย์,235.0,199.75,Books/บริหาร ธุรกิจ/การเงิน การลงทุน,พราว,Add to Cart
99,2021-09-25,ไม่ใช่ทุกการจากลาจะพาเรามาเจอกันอีก,100.0,คุณ (ONCE),195.0,165.75,Books/วรรณกรรม/เรื่องสั้น,Springbooks,Add to Cart
0,2021-09-28,ฮัสกี้หน้าโง่กับอาจารย์เหมียวขาวของเขา เล่ม 1 (พิมพ์ครั้ง 2),1.0,โร่วเปาปู้ชือโร่ว (rou bao bu chi rou),425.0,361.25,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
1,2021-09-28,ฮัสกี้หน้าโง่กับอาจารย์เหมียวขาวของเขา เล่ม 5,2.0,โร่วเปาปู้ชือโร่ว (rou bao bu chi rou),375.0,318.75,Books/หนังสือวาย ยูริ/นิยายวาย นิยายยูริ,Rose,Add to Cart
2,2021-09-28,งานเลี้ยงแห่งวสันตกาล เล่ม 1-2 (4 เล่มจบ),3.0,ไป๋ลู่เฉิงซวง,780.0,624.0,Books/นิยายแปล/นิยายจีนแปล,อรุณ,Add to Cart
3,2021-09-28,SHOE DOG ฟิล ไนต์,5.0,Phil Knight,395.0,335.75,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
4,2021-09-28,ATOMIC HABITS เพราะชีวิตดีได้กว่าที่เป็น,6.0,James Clear,285.0,242.25,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,ซีเอ็ดยูเคชั่น,Add to Cart
5,2021-09-28,โลกเป็นของคนที่เห็นอนาคตก่อนใคร,7.0,George Ilian,345.0,293.25,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
6,2021-09-28,หนังสือเล่มหนึ่งซึ่งไม่มีวางขาย,9.0,ยาสึชิ คิตากาวะ (Yasushi Kitakawa),225.0,191.25,Books/วรรณกรรม/เรื่องสั้น,Piccolo,Add to Cart
7,2021-09-28,ถ้าเป็นเธอจะต้องผ่านมันไปได้แน่นอน,10.0,คิมจีฮุน (Ji Hun Kim),395.0,335.75,Books/วรรณกรรม/เรื่องสั้น,Springbooks,Add to Cart
8,2021-09-28,วอลเดน : WALDEN,11.0,เฮนรี่ เดวิด ธอโร,480.0,408.0,Books/วรรณกรรม/เรื่องสั้น,ทับหนังสือ,Add to Cart
9,2021-09-28,STRENGTHSFINDER เจาะจุดแข็ง 2.0,13.0,Tom Rath,450.0,382.5,Books/บริหาร ธุรกิจ/การบริหารธุรกิจ,เนชั่นบุ๊คส์,Add to Cart
10,2021-09-28,วิธีเอาตัวรอดในวงล้อมคนงี่เง่า SURROUNDED BY IDIOTS,14.0,โธมัส เอริคสัน (Thomas Erikson),335.0,284.75,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
11,2021-09-28,นี่เราใช้ชีวิตยากเกินไปหรือเปล่านะ,15.0,ฮาวัน (Ha Wan),295.0,250.75,Books/วรรณกรรม/เรื่องสั้น,Springbooks,Add to Cart
12,2021-09-28,พลังวิเศษของคนธรรมดา BIG MAGIC,17.0,Elizabeth Gilbert,250.0,212.5,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,วีเลิร์น (WeLearn),Add to Cart
13,2021-09-28,นิสัยเศรษฐี ทำแบบนี้ถึงเก็บเงินได้,18.0,ฮะนะวะ โยโกะ,185.0,93.0,Books/จิตวิทยา การพัฒนาตัวเอง/การพัฒนาตัวเอง how to,อมรินทร์ How to,Add to Cart
14,2021-09-28,ฉันคือแมว (ปกแข็ง),19.0,การ์เลีย เบิร์นสไตน์ (Galia Bernstein),245.0,208.25,Books/หนังสือเด็ก/หนังสือภาพ นิทาน,Amarin Kids,Add to Cart
